Drug1,Drug2,Cell line,ZIP,classification
Erlotinib,Bortezomib,COLO320_LARGE_INTESTINE,13.120000000000001,synergy
Erlotinib,Bortezomib,ES2_OVARY,8.0225,synergy
Erlotinib,Bortezomib,KPL1_BREAST,6.09,synergy
Erlotinib,Bortezomib,NCIH23_LUNG,5.66,synergy
Erlotinib,Bortezomib,NCIH520_LUNG,5.18,synergy
Erlotinib,Bortezomib,OV90_OVARY,13.23,synergy
Erlotinib,Bortezomib,SF268_CENTRAL_NERVOUS_SYSTEM,5.7,synergy
Erlotinib,Bortezomib,SW837_LARGE_INTESTINE,7.18,synergy
Erlotinib,Bortezomib,ZR751_BREAST,9.8,synergy
Erlotinib,Dasatinib,A2058_SKIN,8.129999999999999,synergy
Erlotinib,Dasatinib,A2780_OVARY,11.615,synergy
Erlotinib,Dasatinib,A375_SKIN,-5.05,antagonism
Erlotinib,Dasatinib,A427_LUNG,8.8175,synergy
Erlotinib,Dasatinib,COLO320_LARGE_INTESTINE,7.47,synergy
Erlotinib,Dasatinib,ES2_OVARY,9.184999999999999,synergy
Erlotinib,Dasatinib,HT144_SKIN,6.53,synergy
Erlotinib,Dasatinib,HT29_LARGE_INTESTINE,7.4399999999999995,synergy
Erlotinib,Dasatinib,KPL1_BREAST,-7.195,antagonism
Erlotinib,Dasatinib,LNCAPCLONEFGC_PROSTATE,-3.113333333,antagonism
Erlotinib,Dasatinib,LOVO_LARGE_INTESTINE,-6.653333333,antagonism
Erlotinib,Dasatinib,MDAMB436_BREAST,-6.16,antagonism
Erlotinib,Dasatinib,NCIH1650_LUNG,-5.81,antagonism
Erlotinib,Dasatinib,NCIH23_LUNG,-6.54,antagonism
Erlotinib,Dasatinib,NCIH460_LUNG,-5.906666667,antagonism
Erlotinib,Dasatinib,OV90_OVARY,5.53,synergy
Erlotinib,Dasatinib,RKO_LARGE_INTESTINE,-6.206666667,antagonism
Erlotinib,Dasatinib,SF268_CENTRAL_NERVOUS_SYSTEM,15.16,synergy
Erlotinib,Dasatinib,SKMEL30_SKIN,8.16,synergy
Erlotinib,Dasatinib,SW620_LARGE_INTESTINE,10.942499999999999,synergy
Erlotinib,Dasatinib,T47D_BREAST,-7.93,antagonism
Erlotinib,Dasatinib,UACC62_SKIN,5.94,synergy
Erlotinib,Dasatinib,ZR751_BREAST,-11.77,antagonism
Erlotinib,PD-0325901,A2780_OVARY,11.555,synergy
Erlotinib,PD-0325901,A427_LUNG,-6.8,antagonism
Erlotinib,PD-0325901,ES2_OVARY,7.5875,synergy
Erlotinib,PD-0325901,HCT116_LARGE_INTESTINE,-5.95,antagonism
Erlotinib,PD-0325901,KPL1_BREAST,-5.03,antagonism
Erlotinib,PD-0325901,LNCAPCLONEFGC_PROSTATE,-6.98,antagonism
Erlotinib,PD-0325901,MDAMB436_BREAST,-9.89,antagonism
Erlotinib,PD-0325901,NCIH23_LUNG,-6.1,antagonism
Erlotinib,PD-0325901,NCIH460_LUNG,-6.37,antagonism
Erlotinib,PD-0325901,RKO_LARGE_INTESTINE,-8.1875,antagonism
Erlotinib,PD-0325901,SF268_CENTRAL_NERVOUS_SYSTEM,11.2575,synergy
Erlotinib,PD-0325901,SW837_LARGE_INTESTINE,-7.57,antagonism
Erlotinib,PD-0325901,T47D_BREAST,-6.345,antagonism
Erlotinib,PD-0325901,ZR751_BREAST,-9.415,antagonism
Erlotinib,Ridaforolimus,A2058_SKIN,22.463333333333335,synergy
Erlotinib,Ridaforolimus,A2780_OVARY,14.9825,synergy
Erlotinib,Ridaforolimus,A375_SKIN,9.446666666666667,synergy
Erlotinib,Ridaforolimus,A427_LUNG,6.67,synergy
Erlotinib,Ridaforolimus,COLO320_LARGE_INTESTINE,7.346666666666667,synergy
Erlotinib,Ridaforolimus,EFM192A_BREAST,9.455,synergy
Erlotinib,Ridaforolimus,ES2_OVARY,12.853333333333333,synergy
Erlotinib,Ridaforolimus,HT144_SKIN,-7.92,antagonism
Erlotinib,Ridaforolimus,HT29_LARGE_INTESTINE,10.66,synergy
Erlotinib,Ridaforolimus,KPL1_BREAST,8.406666666666668,synergy
Erlotinib,Ridaforolimus,LNCAPCLONEFGC_PROSTATE,8.6,synergy
Erlotinib,Ridaforolimus,MDAMB436_BREAST,-6.6,antagonism
Erlotinib,Ridaforolimus,NCIH23_LUNG,5.965,synergy
Erlotinib,Ridaforolimus,NCIH460_LUNG,8.22,synergy
Erlotinib,Ridaforolimus,NCIH520_LUNG,7.140000000000001,synergy
Erlotinib,Ridaforolimus,OV90_OVARY,6.535,synergy
Erlotinib,Ridaforolimus,RKO_LARGE_INTESTINE,-5.19,antagonism
Erlotinib,Ridaforolimus,RPMI7951_SKIN,7.705,synergy
Erlotinib,Ridaforolimus,SF268_CENTRAL_NERVOUS_SYSTEM,7.1775,synergy
Erlotinib,Ridaforolimus,SKMEL30_SKIN,16.630000000000003,synergy
Erlotinib,Ridaforolimus,SKMES1_LUNG,7.1433333333333335,synergy
Erlotinib,Ridaforolimus,SKOV3_OVARY,7.25,synergy
Erlotinib,Ridaforolimus,SW620_LARGE_INTESTINE,8.01,synergy
Erlotinib,Ridaforolimus,SW837_LARGE_INTESTINE,5.13,synergy
Erlotinib,Ridaforolimus,T47D_BREAST,15.370000000000001,synergy
Erlotinib,Ridaforolimus,UACC62_SKIN,8.955,synergy
Erlotinib,Ridaforolimus,ZR751_BREAST,5.6850000000000005,synergy
Erlotinib,Sorafenib,A2058_SKIN,9.716666666666667,synergy
Erlotinib,Sorafenib,A2780_OVARY,8.295,synergy
Erlotinib,Sorafenib,A375_SKIN,8.5525,synergy
Erlotinib,Sorafenib,CAOV3_OVARY,8.370000000000001,synergy
Erlotinib,Sorafenib,ES2_OVARY,10.07,synergy
Erlotinib,Sorafenib,HT144_SKIN,9.25,synergy
Erlotinib,Sorafenib,KPL1_BREAST,5.75,synergy
Erlotinib,Sorafenib,LOVO_LARGE_INTESTINE,-5.49,antagonism
Erlotinib,Sorafenib,NCIH1650_LUNG,9.3825,synergy
Erlotinib,Sorafenib,NCIH23_LUNG,-5.32,antagonism
Erlotinib,Sorafenib,NCIH520_LUNG,9.006666666666666,synergy
Erlotinib,Sorafenib,RKO_LARGE_INTESTINE,11.16,synergy
Erlotinib,Sorafenib,SKMEL30_SKIN,6.16,synergy
Erlotinib,Sorafenib,SKMES1_LUNG,6.05,synergy
Erlotinib,Sorafenib,SKOV3_OVARY,12.5175,synergy
Erlotinib,Sorafenib,SW620_LARGE_INTESTINE,9.525,synergy
Erlotinib,Sorafenib,SW837_LARGE_INTESTINE,-6.15,antagonism
Erlotinib,Sorafenib,T47D_BREAST,7.4475,synergy
Erlotinib,Sorafenib,UACC62_SKIN,7.605,synergy
Erlotinib,Sorafenib,VCAP_PROSTATE,6.8566666666666665,synergy
Erlotinib,Sorafenib,ZR751_BREAST,7.865,synergy
Erlotinib,Topotecan,A2058_SKIN,13.74,synergy
Erlotinib,Topotecan,A2780_OVARY,13.0275,synergy
Erlotinib,Topotecan,A375_SKIN,15.61,synergy
Erlotinib,Topotecan,A427_LUNG,7.0975,synergy
Erlotinib,Topotecan,CAOV3_OVARY,9.645,synergy
Erlotinib,Topotecan,EFM192A_BREAST,7.046666666666667,synergy
Erlotinib,Topotecan,ES2_OVARY,12.635,synergy
Erlotinib,Topotecan,HCT116_LARGE_INTESTINE,9.5075,synergy
Erlotinib,Topotecan,HT144_SKIN,6.3,synergy
Erlotinib,Topotecan,HT29_LARGE_INTESTINE,8.615,synergy
Erlotinib,Topotecan,KPL1_BREAST,8.52,synergy
Erlotinib,Topotecan,LNCAPCLONEFGC_PROSTATE,8.1,synergy
Erlotinib,Topotecan,NCIH23_LUNG,13.1325,synergy
Erlotinib,Topotecan,NCIH460_LUNG,14.915000000000001,synergy
Erlotinib,Topotecan,NCIH520_LUNG,8.185,synergy
Erlotinib,Topotecan,OV90_OVARY,9.05,synergy
Erlotinib,Topotecan,RKO_LARGE_INTESTINE,11.472499999999998,synergy
Erlotinib,Topotecan,RPMI7951_SKIN,12.9725,synergy
Erlotinib,Topotecan,SF268_CENTRAL_NERVOUS_SYSTEM,8.41,synergy
Erlotinib,Topotecan,SKMEL30_SKIN,9.0375,synergy
Erlotinib,Topotecan,SKMES1_LUNG,5.84,synergy
Erlotinib,Topotecan,SW620_LARGE_INTESTINE,11.1025,synergy
Erlotinib,Topotecan,T47D_BREAST,-1.393333333,synergy
Erlotinib,Topotecan,UACC62_SKIN,8,synergy
Erlotinib,Topotecan,VCAP_PROSTATE,11.313333333333333,synergy
Estradiol,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,16.79,synergy
Estriol,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,19.98,synergy
Etoposide,5-Azacitidine,786O_KIDNEY,-6,antagonism
Etoposide,5-Azacitidine,A498_KIDNEY,-7.53,antagonism
Etoposide,5-Azacitidine,CAKI1_KIDNEY,-16.34,antagonism
Etoposide,5-Azacitidine,EKVX_LUNG,-5.53,antagonism
Etoposide,5-Azacitidine,HOP92_LUNG,-5.16,antagonism
Etoposide,5-Azacitidine,HS578T_BREAST,-6.69,antagonism
Etoposide,5-Azacitidine,KM12_LARGE_INTESTINE,-6.68,antagonism
Etoposide,5-Azacitidine,LOXIMVI_SKIN,-6.67,antagonism
Etoposide,5-Azacitidine,MDAMB435S_SKIN,5.38,synergy
Etoposide,5-Azacitidine,NCIH2122_LUNG,-8.99,antagonism
Etoposide,5-Azacitidine,NCIH522_LUNG,-7.45,antagonism
Etoposide,5-Azacitidine,PC3_PROSTATE,-6.06,antagonism
Etoposide,5-Azacitidine,UACC62_SKIN,-9.01,antagonism
Etoposide,AEE-788,TC71_BONE,17.153,synergy
Etoposide,AT-7519,TC71_BONE,17.096,synergy
Etoposide,AVN944,TC71_BONE,5.439,synergy
Etoposide,AZD-8055,TC71_BONE,-7.02,antagonism
Etoposide,Allopurinol,786O_KIDNEY,-9.48,antagonism
Etoposide,Allopurinol,A498_KIDNEY,-10.74,antagonism
Etoposide,Allopurinol,BT549_BREAST,-6.81,antagonism
Etoposide,Allopurinol,CAKI1_KIDNEY,-8.55,antagonism
Etoposide,Allopurinol,EKVX_LUNG,-5.9,antagonism
Etoposide,Allopurinol,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.82,synergy
Etoposide,Allopurinol,HOP92_LUNG,-12.49,antagonism
Etoposide,Allopurinol,IGROV1_OVARY,-6.28,antagonism
Etoposide,Allopurinol,KM12_LARGE_INTESTINE,-7.67,antagonism
Etoposide,Allopurinol,LOXIMVI_SKIN,-5.11,antagonism
Etoposide,Allopurinol,MCF7_BREAST,-12.75,antagonism
Etoposide,Allopurinol,MDAMB231_BREAST,-5.22,antagonism
Etoposide,Allopurinol,NCIH522_LUNG,-5.18,antagonism
Etoposide,Allopurinol,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.33,synergy
Etoposide,Allopurinol,SF539_CENTRAL_NERVOUS_SYSTEM,5.12,synergy
Etoposide,Allopurinol,SKMEL5_SKIN,-7.37,antagonism
Etoposide,Allopurinol,SNB75_CENTRAL_NERVOUS_SYSTEM,-5.45,antagonism
Etoposide,Allopurinol,T47D_BREAST,-8.27,antagonism
Etoposide,Allopurinol,UACC62_SKIN,-5.07,antagonism
Etoposide,Allopurinol,UO31_KIDNEY,-5.29,antagonism
Etoposide,Altretamine,786O_KIDNEY,5.51,synergy
Etoposide,Altretamine,A549_LUNG,8.99,synergy
Etoposide,Altretamine,ACHN_KIDNEY,11.57,synergy
Etoposide,Altretamine,BT549_BREAST,11.38,synergy
Etoposide,Altretamine,DU145_PROSTATE,5.92,synergy
Etoposide,Altretamine,EKVX_LUNG,7.8,synergy
Etoposide,Altretamine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,26.99,synergy
Etoposide,Altretamine,HOP62_LUNG,6.52,synergy
Etoposide,Altretamine,HS578T_BREAST,12.59,synergy
Etoposide,Altretamine,HT29_LARGE_INTESTINE,14.15,synergy
Etoposide,Altretamine,IGROV1_OVARY,6.92,synergy
Etoposide,Altretamine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,22.82,synergy
Etoposide,Altretamine,LOXIMVI_SKIN,5.49,synergy
Etoposide,Altretamine,MCF7_BREAST,-10.62,antagonism
Etoposide,Altretamine,MDAMB468_BREAST,9.73,synergy
Etoposide,Altretamine,NCIH2122_LUNG,8.51,synergy
Etoposide,Altretamine,NCIH460_LUNG,11.78,synergy
Etoposide,Altretamine,NCIH522_LUNG,5.71,synergy
Etoposide,Altretamine,OVCAR8_OVARY,7.87,synergy
Etoposide,Altretamine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.55,synergy
Etoposide,Altretamine,SKMEL5_SKIN,9.59,synergy
Etoposide,Altretamine,SNB75_CENTRAL_NERVOUS_SYSTEM,7.97,synergy
Etoposide,Altretamine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.35,synergy
Etoposide,Altretamine,SW620_LARGE_INTESTINE,8.89,synergy
Etoposide,Altretamine,UACC62_SKIN,5.77,synergy
Etoposide,Anastrozole,A498_KIDNEY,-7.47,antagonism
Etoposide,Anastrozole,BT549_BREAST,-8.31,antagonism
Etoposide,Anastrozole,EKVX_LUNG,-7.13,antagonism
Etoposide,Anastrozole,HOP92_LUNG,-12.39,antagonism
Etoposide,Anastrozole,HT29_LARGE_INTESTINE,-7.7,antagonism
Etoposide,Anastrozole,IGROV1_OVARY,-10.63,antagonism
Etoposide,Anastrozole,KM12_LARGE_INTESTINE,-6.3,antagonism
Etoposide,Anastrozole,MDAMB468_BREAST,-7.81,antagonism
Etoposide,Anastrozole,NCIH2122_LUNG,-8.85,antagonism
Etoposide,Anastrozole,NCIH226_LUNG,-5.5,antagonism
Etoposide,Anastrozole,NCIH23_LUNG,-5.39,antagonism
Etoposide,Anastrozole,NCIH522_LUNG,-10.21,antagonism
Etoposide,Anastrozole,SF539_CENTRAL_NERVOUS_SYSTEM,-5.51,antagonism
Etoposide,Anastrozole,SKMEL5_SKIN,-11.33,antagonism
Etoposide,Anastrozole,SKOV3_OVARY,-5.95,antagonism
Etoposide,Anastrozole,T47D_BREAST,-9.05,antagonism
Etoposide,Anastrozole,UACC62_SKIN,-9.25,antagonism
Etoposide,Anastrozole,UO31_KIDNEY,-5.37,antagonism
Etoposide,BKM-120,TC71_BONE,20.764,synergy
Etoposide,Bortezomib,786O_KIDNEY,-7.43,antagonism
Etoposide,Bortezomib,BT549_BREAST,-7.47,antagonism
Etoposide,Bortezomib,CAKI1_KIDNEY,-6.46,antagonism
Etoposide,Bortezomib,EKVX_LUNG,-6.58,antagonism
Etoposide,Bortezomib,HCT116_LARGE_INTESTINE,-5.26,antagonism
Etoposide,Bortezomib,HCT15_LARGE_INTESTINE,-5.78,antagonism
Etoposide,Bortezomib,HOP62_LUNG,-10.15,antagonism
Etoposide,Bortezomib,HOP92_LUNG,-9.32,antagonism
Etoposide,Bortezomib,IGROV1_OVARY,-6.77,antagonism
Etoposide,Bortezomib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-13.03,antagonism
Etoposide,Bortezomib,MALME3M_SKIN,-7.86,antagonism
Etoposide,Bortezomib,MCF7_BREAST,-11.43,antagonism
Etoposide,Bortezomib,MDAMB231_BREAST,-10.25,antagonism
Etoposide,Bortezomib,MDAMB468_BREAST,-8.37,antagonism
Etoposide,Bortezomib,NCIH2122_LUNG,-8.77,antagonism
Etoposide,Bortezomib,NCIH23_LUNG,-6.21,antagonism
Etoposide,Bortezomib,NCIH522_LUNG,-8.91,antagonism
Etoposide,Bortezomib,PC3_PROSTATE,-5.94,antagonism
Etoposide,Bortezomib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.29,antagonism
Etoposide,Bortezomib,SKMEL5_SKIN,-7.61,antagonism
Etoposide,Bortezomib,SW620_LARGE_INTESTINE,-8.38,antagonism
Etoposide,Bortezomib,UACC62_SKIN,-8.97,antagonism
Etoposide,Bortezomib,UO31_KIDNEY,-5.64,antagonism
Etoposide,Busulfan,A498_KIDNEY,-5.34,antagonism
Etoposide,Busulfan,ACHN_KIDNEY,-8.47,antagonism
Etoposide,Busulfan,BT549_BREAST,-6.44,antagonism
Etoposide,Busulfan,CAKI1_KIDNEY,-6.48,antagonism
Etoposide,Busulfan,HCT116_LARGE_INTESTINE,-5.6,antagonism
Etoposide,Busulfan,HCT15_LARGE_INTESTINE,7.18,synergy
Etoposide,Busulfan,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.72,synergy
Etoposide,Busulfan,HOP92_LUNG,-12.94,antagonism
Etoposide,Busulfan,KM12_LARGE_INTESTINE,-6.28,antagonism
Etoposide,Busulfan,MCF7_BREAST,-5.87,antagonism
Etoposide,Busulfan,MDAMB231_BREAST,-6.74,antagonism
Etoposide,Busulfan,MDAMB468_BREAST,-5.84,antagonism
Etoposide,Busulfan,NCIH226_LUNG,-8.24,antagonism
Etoposide,Busulfan,NCIH522_LUNG,-6.86,antagonism
Etoposide,Busulfan,PC3_PROSTATE,-6.85,antagonism
Etoposide,Busulfan,SKMEL5_SKIN,-8.14,antagonism
Etoposide,Busulfan,T47D_BREAST,-8.41,antagonism
Etoposide,Busulfan,UACC62_SKIN,-10.71,antagonism
Etoposide,Carfilzomib,TC71_BONE,-4.327666667,antagonism
Etoposide,Carmustine,786O_KIDNEY,-10.54,antagonism
Etoposide,Carmustine,A498_KIDNEY,-6.73,antagonism
Etoposide,Carmustine,BT549_BREAST,-7.27,antagonism
Etoposide,Carmustine,DU145_PROSTATE,-6.09,antagonism
Etoposide,Carmustine,HOP62_LUNG,-6.71,antagonism
Etoposide,Carmustine,HS578T_BREAST,-8.99,antagonism
Etoposide,Carmustine,IGROV1_OVARY,-11.32,antagonism
Etoposide,Carmustine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-14.14,antagonism
Etoposide,Carmustine,MALME3M_SKIN,-5.3,antagonism
Etoposide,Carmustine,MDAMB231_BREAST,-10.66,antagonism
Etoposide,Carmustine,MDAMB435S_SKIN,6.27,synergy
Etoposide,Carmustine,NCIH2122_LUNG,-9.03,antagonism
Etoposide,Carmustine,NCIH226_LUNG,-5.9,antagonism
Etoposide,Carmustine,NCIH522_LUNG,-6.96,antagonism
Etoposide,Carmustine,PC3_PROSTATE,-6.5,antagonism
Etoposide,Carmustine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.55,antagonism
Etoposide,Carmustine,SF539_CENTRAL_NERVOUS_SYSTEM,-11,antagonism
Etoposide,Carmustine,SKMEL28_SKIN,-6.19,antagonism
Etoposide,Carmustine,SKMEL5_SKIN,-7.04,antagonism
Etoposide,Carmustine,SW620_LARGE_INTESTINE,-6.97,antagonism
Etoposide,Carmustine,UACC62_SKIN,-5.42,antagonism
Etoposide,Chlorambucil,DU145_PROSTATE,-5.83,antagonism
Etoposide,Chlorambucil,EKVX_LUNG,6.67,synergy
Etoposide,Chlorambucil,HCT15_LARGE_INTESTINE,-8.2,antagonism
Etoposide,Chlorambucil,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,14.55,synergy
Etoposide,Chlorambucil,HOP92_LUNG,-13.37,antagonism
Etoposide,Chlorambucil,IGROV1_OVARY,5.55,synergy
Etoposide,Chlorambucil,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.35,synergy
Etoposide,Chlorambucil,KM12_LARGE_INTESTINE,6.71,synergy
Etoposide,Chlorambucil,MALME3M_SKIN,-6.59,antagonism
Etoposide,Chlorambucil,MCF7_BREAST,-8.62,antagonism
Etoposide,Chlorambucil,MDAMB231_BREAST,-7.9,antagonism
Etoposide,Chlorambucil,NCIH2122_LUNG,6.61,synergy
Etoposide,Chlorambucil,NCIH522_LUNG,-5.77,antagonism
Etoposide,Chlorambucil,PC3_PROSTATE,-9.19,antagonism
Etoposide,Chlorambucil,SKMEL28_SKIN,-6.08,antagonism
Etoposide,Chlorambucil,SNB75_CENTRAL_NERVOUS_SYSTEM,6.41,synergy
Etoposide,Chlorambucil,UO31_KIDNEY,-7.73,antagonism
Etoposide,Crenolanib,TC71_BONE,20.433,synergy
Etoposide,Crizotinib,786O_KIDNEY,-9.48,antagonism
Etoposide,Crizotinib,A498_KIDNEY,-5.92,antagonism
Etoposide,Crizotinib,A549_LUNG,-5.49,antagonism
Etoposide,Crizotinib,BT549_BREAST,-10.46,antagonism
Etoposide,Crizotinib,CAKI1_KIDNEY,-8.21,antagonism
Etoposide,Crizotinib,HCT116_LARGE_INTESTINE,-7.67,antagonism
Etoposide,Crizotinib,HOP92_LUNG,-13.02,antagonism
Etoposide,Crizotinib,HS578T_BREAST,-8.38,antagonism
Etoposide,Crizotinib,HT29_LARGE_INTESTINE,-8.25,antagonism
Etoposide,Crizotinib,IGROV1_OVARY,-9.45,antagonism
Etoposide,Crizotinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-11.86,antagonism
Etoposide,Crizotinib,MCF7_BREAST,-9.25,antagonism
Etoposide,Crizotinib,MDAMB231_BREAST,-5.26,antagonism
Etoposide,Crizotinib,MDAMB435S_SKIN,-6.22,antagonism
Etoposide,Crizotinib,MDAMB468_BREAST,-7.94,antagonism
Etoposide,Crizotinib,NCIH2122_LUNG,-8.87,antagonism
Etoposide,Crizotinib,PC3_PROSTATE,-6.32,antagonism
Etoposide,Crizotinib,SNB75_CENTRAL_NERVOUS_SYSTEM,-5.04,antagonism
Etoposide,Crizotinib,SW620_LARGE_INTESTINE,-5.35,antagonism
Etoposide,Crizotinib,T47D_BREAST,-8.39,antagonism
Etoposide,Crizotinib,UACC62_SKIN,-10.25,antagonism
Etoposide,Cytarabine,TC71_BONE,5.85,synergy
Etoposide,Dacarbazine,786O_KIDNEY,11.03,synergy
Etoposide,Dacarbazine,ACHN_KIDNEY,9.92,synergy
Etoposide,Dacarbazine,EKVX_LUNG,10.65,synergy
Etoposide,Dacarbazine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,24.7,synergy
Etoposide,Dacarbazine,HOP62_LUNG,7.62,synergy
Etoposide,Dacarbazine,HS578T_BREAST,10.28,synergy
Etoposide,Dacarbazine,IGROV1_OVARY,6.5,synergy
Etoposide,Dacarbazine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.23,synergy
Etoposide,Dacarbazine,KM12_LARGE_INTESTINE,-7.66,antagonism
Etoposide,Dacarbazine,MDAMB231_BREAST,8.84,synergy
Etoposide,Dacarbazine,MDAMB468_BREAST,13.41,synergy
Etoposide,Dacarbazine,NCIH2122_LUNG,9.33,synergy
Etoposide,Dacarbazine,OVCAR8_OVARY,8.97,synergy
Etoposide,Dacarbazine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,19.06,synergy
Etoposide,Dacarbazine,SW620_LARGE_INTESTINE,9.92,synergy
Etoposide,Dacarbazine,UACC257_SKIN,7.13,synergy
Etoposide,Dacarbazine,UACC62_SKIN,5.17,synergy
Etoposide,Dacarbazine,UO31_KIDNEY,-8.54,antagonism
Etoposide,Danusertib,TC71_BONE,-13.999,antagonism
Etoposide,Dasatinib,786O_KIDNEY,-5.33,antagonism
Etoposide,Dasatinib,A498_KIDNEY,-7.81,antagonism
Etoposide,Dasatinib,EKVX_LUNG,-8.13,antagonism
Etoposide,Dasatinib,HOP62_LUNG,-6.13,antagonism
Etoposide,Dasatinib,HOP92_LUNG,-5.31,antagonism
Etoposide,Dasatinib,HS578T_BREAST,-5.81,antagonism
Etoposide,Dasatinib,HT29_LARGE_INTESTINE,-9.97,antagonism
Etoposide,Dasatinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.76,synergy
Etoposide,Dasatinib,KM12_LARGE_INTESTINE,-7.46,antagonism
Etoposide,Dasatinib,LOXIMVI_SKIN,-6.63,antagonism
Etoposide,Dasatinib,MCF7_BREAST,6.46,synergy
Etoposide,Dasatinib,MDAMB231_BREAST,-9.17,antagonism
Etoposide,Dasatinib,NCIH2122_LUNG,-7.9,antagonism
Etoposide,Dasatinib,NCIH226_LUNG,-7.02,antagonism
Etoposide,Dasatinib,OVCAR4_OVARY,-6.07,antagonism
Etoposide,Dasatinib,SKMEL28_SKIN,-5.2,antagonism
Etoposide,Dasatinib,SKMEL5_SKIN,-5.45,antagonism
Etoposide,Dasatinib,T47D_BREAST,-8.44,antagonism
Etoposide,Dasatinib,UACC62_SKIN,-7.51,antagonism
Etoposide,Decitabine,786O_KIDNEY,5.48,synergy
Etoposide,Decitabine,A498_KIDNEY,-10.7,antagonism
Etoposide,Decitabine,BT549_BREAST,-7.24,antagonism
Etoposide,Decitabine,CAKI1_KIDNEY,-7.01,antagonism
Etoposide,Decitabine,DU145_PROSTATE,5.38,synergy
Etoposide,Decitabine,EKVX_LUNG,-7.45,antagonism
Etoposide,Decitabine,HOP62_LUNG,-7.41,antagonism
Etoposide,Decitabine,HT29_LARGE_INTESTINE,-6.3,antagonism
Etoposide,Decitabine,KM12_LARGE_INTESTINE,-7.91,antagonism
Etoposide,Decitabine,MALME3M_SKIN,-6.38,antagonism
Etoposide,Decitabine,MDAMB231_BREAST,-6.44,antagonism
Etoposide,Decitabine,NCIH522_LUNG,-9.58,antagonism
Etoposide,Decitabine,PC3_PROSTATE,-8,antagonism
Etoposide,Decitabine,SKMEL5_SKIN,-9.4,antagonism
Etoposide,Decitabine,T47D_BREAST,-7.15,antagonism
Etoposide,Decitabine,UACC62_SKIN,-7.78,antagonism
Etoposide,Decitabine,UO31_KIDNEY,-6.77,antagonism
Etoposide,Everolimus,786O_KIDNEY,-9.62,antagonism
Etoposide,Everolimus,CAKI1_KIDNEY,-12.71,antagonism
Etoposide,Everolimus,EKVX_LUNG,-11.8,antagonism
Etoposide,Everolimus,HCT116_LARGE_INTESTINE,-5.23,antagonism
Etoposide,Everolimus,HOP92_LUNG,-9.24,antagonism
Etoposide,Everolimus,HT29_LARGE_INTESTINE,-5.37,antagonism
Etoposide,Everolimus,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.33,antagonism
Etoposide,Everolimus,KM12_LARGE_INTESTINE,-9.66,antagonism
Etoposide,Everolimus,MALME3M_SKIN,-6.06,antagonism
Etoposide,Everolimus,MDAMB435S_SKIN,-5.41,antagonism
Etoposide,Everolimus,MDAMB468_BREAST,-8.63,antagonism
Etoposide,Everolimus,NCIH2122_LUNG,-13.13,antagonism
Etoposide,Everolimus,OVCAR4_OVARY,-8,antagonism
Etoposide,Everolimus,OVCAR8_OVARY,-8.14,antagonism
Etoposide,Everolimus,PC3_PROSTATE,-10.62,antagonism
Etoposide,Everolimus,SF539_CENTRAL_NERVOUS_SYSTEM,-5.57,antagonism
Etoposide,Everolimus,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.27,synergy
Etoposide,Everolimus,T47D_BREAST,-5.61,antagonism
Etoposide,Everolimus,U251MG_CENTRAL_NERVOUS_SYSTEM,-5.73,antagonism
Etoposide,Everolimus,UO31_KIDNEY,-8.73,antagonism
Etoposide,Fluorouracil,A498_KIDNEY,-9.88,antagonism
Etoposide,Fluorouracil,BT549_BREAST,-9.32,antagonism
Etoposide,Fluorouracil,CAKI1_KIDNEY,7.46,synergy
Etoposide,Fluorouracil,EKVX_LUNG,7.83,synergy
Etoposide,Fluorouracil,HCT15_LARGE_INTESTINE,-5.55,antagonism
Etoposide,Fluorouracil,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,10.54,synergy
Etoposide,Fluorouracil,HOP92_LUNG,-12.29,antagonism
Etoposide,Fluorouracil,HS578T_BREAST,5.45,synergy
